"gamma" "alpha"
0.32594 0.329646765010946
0.503635555555556 0.503727117089301
0.521262222222222 0.521019918249069
0.485821111111111 0.48634718941315
0.479791666666667 0.480505082516937
0.441721111111111 0.442861514208743
0.604320555555556 0.602017613084692
0.523117777777778 0.522604184918263
0.541542222222222 0.54022611968715
0.472700555555556 0.472667356112647
0.557329444444444 0.555049812875679
0.473182222222222 0.473679430379644
0.625505 0.623139754776998
0.555595 0.554282821913704
0.469497222222222 0.470155481662932
0.522972222222222 0.522460739658033
0.506519444444444 0.506183934983732
0.494089444444444 0.494763276405222
0.528602777777778 0.528265302364828
0.608877222222222 0.606669664277615
0.619207222222222 0.617062123299722
0.601872777777778 0.599585662999143
0.560386666666667 0.55970044162816
0.357932222222222 0.36071708727119
0.565506666666667 0.56402480304916
0.431472222222222 0.43294071777834
0.539517777777778 0.538575780893373
0.486247222222222 0.487056015615373
0.556983888888889 0.555835066874678
0.460422777777778 0.461230268298574
0.535703333333333 0.534683823731948
0.481326666666667 0.481248270135338
0.531203333333333 0.530589054734702
0.590043333333333 0.588364678153156
0.431052222222222 0.432942038955596
0.365426111111111 0.367946860497598
0.445836666666667 0.447201405837389
0.547138888888889 0.546370641841041
0.312646111111111 0.316347199859462
0.507134444444444 0.507470698324636
0.624081111111111 0.621832501981058
0.520881111111111 0.52005779500936
0.420397222222222 0.421145489338434
0.518757222222222 0.518474833793808
0.526148333333333 0.526414037241551
0.490213888888889 0.490195195715615
0.431493333333333 0.433009359397881
0.414091666666667 0.415813639954246
0.557146666666667 0.555167776514679
0.422764444444444 0.424641214254904
0.451440555555556 0.452865581825266
0.517572777777778 0.517265435243471
0.455353333333333 0.456895236025863
0.432060555555556 0.433732495161112
0.39054 0.392573771831667
0.448106111111111 0.449173293831944
0.523170555555556 0.522881256685441
0.559610555555556 0.558578460416709
0.475097222222222 0.476161007984366
0.438615 0.439964483452419
0.441615 0.442363807384771
0.531030555555556 0.529735521171052
0.610342777777778 0.608164240352805
0.544018888888889 0.543207833865867
0.534315 0.533640936635019
0.476973888888889 0.477828632966712
0.501812777777778 0.501398424412014
0.368146111111111 0.370596818222423
0.53353 0.53238040121191
0.644016111111111 0.641281376394666
0.462662222222222 0.463097724817298
0.396109444444444 0.398415415860376
0.417188888888889 0.419100030801605
0.55086 0.549696538464923
0.432942222222222 0.434441177572868
0.484640555555556 0.48542947413395
0.458248333333333 0.459027400150302
0.347501111111111 0.350635873993689
0.642056111111111 0.639340914701279
0.552978333333333 0.55214418962899
0.571978888888889 0.570184986603156
0.482825 0.482833986898615
0.495105555555556 0.495482796441376
0.339605 0.342976859522221
0.557055 0.555564296925452
0.482158333333333 0.482429419086657
0.423256666666667 0.424863105814167
0.474006666666667 0.474660915815037
0.605078333333333 0.602632338482524
0.535040555555556 0.534395946536603
0.428398333333333 0.429422609303891
0.502193333333333 0.502054842713516
0.52786 0.527667760676183
0.492261666666667 0.492137205336784
0.495787777777778 0.495617522935305
0.525004444444444 0.524867767832243
0.483444444444444 0.4836278930958
0.375630555555556 0.378351359598273
0.635404444444444 0.632732279355686
0.479113888888889 0.479559346825242
