"drpm" "wddp" "lddp" "gmddp" "indcrp" "longcrp"
0.830726470260623 0.00695297275192317 0.01504807600229 0.0155521873533858 0.610417349938228 0.0234803845437074
0.902133293006794 0.000195962464826407 0.00355033486869927 0.0142777564018669 0.609793876184214 0.02164553523552
0.882955937028277 -0.00128836472568872 0.00508054570032781 0.00995521322159332 0.656792705711711 0.0172158308764894
0.825273667825399 0.0021099223806424 0.01575802052664 0.0242547218506566 0.611945356575384 0.0309685842977754
0.780507889439677 0.010537181497341 0.00240750896736665 0.0215164486898978 0.567212062333965 0.021745459097376
0.875051840534687 -0.0053958848264841 0.00781846427523904 0.0101309480505223 0.577122109718758 0.0217169041097147
0.841926745715734 0.0108249705009711 -0.00619920898303946 0.0242004283463266 0.587066626665885 0.0360599761031737
0.880966996329673 -0.00221017651075189 0.000951446652649284 0.00899012221243498 0.605641479967075 0.016342063171143
0.850207742020832 0.00709574289849684 0.00743311038118727 0.0144970012815757 0.618394460353304 0.0148346237624315
0.788358272283999 0.00531878557739691 0.00680678648518082 0.0109016978588901 0.600236119301375 0.0163670001378038
0.846441539596115 0.00499769390971256 0.00988006831626874 0.0170361258340902 0.596155812751053 0.0223431332432774
0.790826807065659 0.00124149816153382 0.00399372207450897 0.014315589823793 0.632942547672286 0.0210112410317442
0.905483946542789 -0.00523552674325082 0.00450344834580746 0.00567972472462005 0.614706947875353 0.0119067038325827
0.850967876188661 -0.00314193405088237 -0.00434135041912115 0.00698673248389768 0.609987106532862 0.00844893943043933
0.808538466456047 0.00593238274118533 0.00602327194074275 0.018635166986163 0.552525274652221 0.0203762084869469
0.895133847268252 0.00428214954294629 0.00506862426784063 0.0132592545654066 0.627509066506877 0.0200103008295877
0.888123479148854 0.00544121432239637 0.00537527090464733 0.0144224446096171 0.663205051364332 0.0184730639479965
0.892039867957916 -0.00273034966654896 0.00709355499566726 0.0135606764859324 0.581808760280388 0.0127214595197095
0.803718292425976 -0.00248268541755565 0.00318801741338472 0.0092705582161954 0.62550617309607 0.0134734398000556
0.881238861859729 0.0110595279083594 0.00905896649488547 0.0192973026790192 0.611252802261572 0.0254066877955657
0.890771309243474 0.00720092874085894 0.0143036077389662 0.0139458929336112 0.650867895498811 0.0164258895728391
0.887325844100656 0.00156393611233243 0.00303066315939636 0.0186282351180085 0.563072538031714 0.022779897207404
0.896451269550426 0.00771997055238916 0.00639658431812668 0.0150406908226012 0.595480582494236 0.0131396442948127
0.825962226720559 -0.0063669485088376 0.00153410679264293 0.00168693197092396 0.589237227649513 0.00245158419599794
0.858498469055528 -0.000254768915852737 0.00276414216922094 0.0146224436357669 0.571387747067817 0.0197373457911196
