"DepPartLPML" "DepPartWAIC" "IndPartLPML" "IndPartWAIC"
-807.460025465443 908.425124702263 -587.388490069974 948.155779790769
-419.666013940151 778.75138148276 -410.029132649845 782.706879101577
-564.144492013653 984.802646863446 -511.526025135441 975.35454630156
-518.005935113634 943.90272118285 -502.606858549994 943.013405154993
-571.294177193402 1009.65882713883 -523.961216185568 994.648334736775
-819.100160455066 846.487902867106 -608.872575126281 856.149565460473
-528.40793883859 786.319704572485 -410.715904869712 779.886688674013
-498.643618459882 910.564130991846 -466.21115484449 893.211461849166
-649.657721820046 828.745504735762 -447.934153183104 832.172798243056
-651.443178825387 803.121073424605 -430.164106454392 803.550276185738
-468.947607898747 843.871626014759 -488.584699434071 839.382932227754
-833.684583884333 844.89176468614 -453.046064265671 826.801720418975
-441.918001179288 817.178045367031 -441.700540548927 817.582387584357
-506.088273004978 901.214056861322 -503.955166681803 906.016814003172
-544.346630304543 868.091709292651 -472.983040776205 864.578702829239
-480.299800265406 922.79431544208 -476.714049632248 915.053394639355
-544.227555423156 1001.67117204359 -496.027198025426 988.14774730052
-572.103620395777 840.739392039788 -453.863582393893 832.491978311552
-586.921352916803 904.911541807866 -478.857536840196 902.603129272818
-553.605251467007 958.532962904576 -501.929522363475 949.257820168582
-784.758658324473 971.097556658406 -595.239441740686 965.483931154199
-628.266141857634 834.575450086462 -448.760096212777 842.421027648063
-572.256251909209 892.984476871754 -466.65317911845 909.016472185064
-577.198974130777 1016.63848723422 -530.681139409674 1010.27982084244
-635.501339863994 924.542396739023 -490.752896735059 925.683146223148
-687.826777728109 936.953936309152 -494.531426806848 923.760878424999
-508.233405220178 944.023328163102 -475.943245136608 932.267178552233
-518.198366795049 872.699449334962 -477.875713691868 867.584917022448
-407.583398436312 758.691661936793 -428.063633724297 762.483845662868
-721.893622038634 872.41496736471 -583.482613005795 881.619362785994
-994.36400832989 898.084931647185 -456.127811814089 880.581696628892
-648.856123222133 989.267758654225 -543.69920758444 985.687489129282
-604.723961623041 820.216250918452 -630.901181037794 826.509381171646
-593.434144897229 1011.97997525728 -522.887281156835 1002.47576878816
-786.723373333806 983.095049422117 -533.573168839458 1003.35286494032
-Inf 896.554431928708 -501.854038654612 880.52407034257
-746.548866630491 912.853233839845 -486.617764870585 907.509406744904
-513.681322420485 956.795728466346 -514.631944798504 954.295001339825
-564.203925390137 937.769892701255 -510.273499798903 932.125118953259
-775.849681045717 812.500215243072 -689.055484173626 816.577008928382
