"gamma" "alpha"
0.796675 0.790703180254886
0.76412125 0.75903488014576
0.7842725 0.778755799017927
0.75216125 0.747449789339797
0.7959025 0.789676371066528
0.77108125 0.766361249867866
0.76329 0.757882581515828
0.758635 0.753538437376642
0.7266375 0.722807425128625
0.77478875 0.769112432152518
0.82934875 0.823211709632919
0.7903625 0.784798036515121
0.744035 0.73953270261995
0.77296375 0.767346528143152
0.81076125 0.80470988198423
0.72773375 0.723170105515165
0.76935875 0.764211713550174
0.7954 0.789475682580942
0.78604375 0.780811284127564
0.766095 0.760420808136844
0.77049 0.76490368341034
0.76157 0.756164454247669
0.793635 0.788130634713619
0.7669825 0.76085550561891
0.79398875 0.788635781160426
0.75515625 0.751311804695868
0.821 0.81499281490536
0.77225875 0.766505091711913
0.787175 0.781270036624914
0.72292125 0.71827510168631
0.7424075 0.737879781824173
0.7402225 0.735545253578076
0.716905 0.712380908045024
0.8064 0.800461736304446
0.82289 0.81697996270459
0.77327625 0.768065623164564
0.7615425 0.755856481617639
0.81287 0.807049937664892
0.820815 0.814294351082944
0.71321 0.708027503982856
0.7831375 0.77691314191877
0.75178875 0.746072597103123
0.7939525 0.787957998174535
0.76246375 0.757607758498036
0.8490925 0.841924997492552
0.8031125 0.796337426780092
0.75886125 0.753948516099732
0.75524125 0.750374763779407
0.78881875 0.782890161553399
0.7667225 0.762063643772068
0.82080875 0.814802097567508
0.77558375 0.770155719998001
0.73906375 0.733410549100327
0.7474725 0.742693666346402
0.770825 0.765325896882375
0.72015625 0.715383276951118
0.740965 0.736439661481553
0.8005425 0.795165905928312
0.762795 0.757384566407114
0.77777 0.772370271557472
0.8203775 0.813656743778572
0.78307 0.778376909864732
0.79502875 0.789221491750517
0.74284875 0.737636048463679
0.73172 0.72733436108691
0.74219125 0.736808381967259
0.7799975 0.774510555895732
0.787525 0.782226082322679
0.76855875 0.762768927171438
0.78185875 0.776628687161355
0.7926025 0.785687726534984
0.78303375 0.777682019087701
0.76754625 0.762339641832053
0.802595 0.796908169239656
0.81414625 0.807940417236067
0.8311175 0.824299699803715
0.7930925 0.787786872045493
0.8038675 0.797928881711237
0.7414975 0.737304925333388
0.76674625 0.762208556703634
0.756615 0.750887221358885
0.71625375 0.712077061851865
0.77813 0.773213353945374
0.7310925 0.725986772501952
0.79336375 0.788063646050971
0.811125 0.805066038697268
0.78798 0.782980751101013
0.78999125 0.785116035541896
0.77951 0.773047542053095
0.78532125 0.780120952829739
0.77608875 0.770924103596549
0.7825175 0.777470386057561
0.76147 0.756233386092466
0.79299375 0.787845419276326
0.783465 0.777942312106916
0.76904 0.763894983070254
0.76025875 0.755323095806177
0.8153 0.809013955840078
0.7823325 0.77771194437389
0.7843925 0.778511488327873
