"drpm" "wddp" "lddp" "gmddp" "indcrp" "longcrp"
-0.000846748970192986 -0.00946338708291069 -9.53798452907996e-08 -0.00120990812168111 -0.000508642077266167 -0.00229783627355367
0.000950679994381304 -0.00965218474009594 -1.29287220789046e-07 -0.00117048319247418 0.00172127322079654 -0.000956490661503876
0.00175095444602225 -0.0106554459546788 1.0170133286799e-06 -0.0012998940923977 0.00212857310384407 -0.000262779889833419
-0.00226262150087239 -0.0102192074415157 -6.45418897194429e-07 -0.00119062997266813 -0.00207075871444411 3.49280872017785e-05
-0.00181853687690678 -0.0119612830050584 2.44382958926848e-07 -0.000882265511131738 -0.00127436573618109 -0.000352613386096992
-0.000716721459546724 -0.00886468397611471 6.32727385642711e-08 -0.000938516589587304 -0.0001493080467259 0.00167233133903302
-0.00206791630618299 -0.0104842552639169 4.66484505388399e-07 -0.000982262712030046 -0.00193640844996951 -0.000230219893285845
-0.000811061006082374 -0.00985906059173739 -3.87028884351718e-07 -0.00118123853526478 -0.00145344160198409 0.000572740313944829
0.00161875742872352 -0.00986876895378097 9.69135589563308e-07 -0.00103349670973771 -4.19855495968582e-05 -0.000267329553798089
-0.000358473503207281 -0.011279048800902 8.15705041245324e-08 -0.000646988721881792 -3.25080877055349e-05 0.0047501361665189
-0.00142299365507522 -0.00984683692085695 -1.74577032800863e-07 -0.00098094344290407 -0.00299090220097752 -0.000429912456913627
-0.000864210458911882 -0.00888892536522888 3.24765780638455e-07 -0.000810261401831213 -0.00128760567843582 0.00134105719150096
-0.00414793509609141 -0.00985387677716414 -1.71595409225615e-07 -0.0010209271095345 -0.00394247963873617 0.000602402186246884
0.000121993164644323 -0.0103256058453671 -1.13186110996082e-07 -0.00114330609337547 -0.00103569133070097 -0.000922988380417362
-0.00122053002298875 -0.0100131863514306 -8.46745751545228e-07 -0.00100299244389173 -0.000438266846027318 -0.000920541347049665
0.00199594884063521 -0.00914152157669782 -1.28222426296045e-07 -0.00100349765403185 0.00190104128180413 -0.000169171630863202
0.00324231245624355 -0.010905730629402 -4.88935030715774e-07 -0.000845421934263271 0.00167329603488921 0.00188500535657825
0.000306392574655895 -0.00908144205406787 4.88824961900316e-07 -0.00110899745684846 0.000364340000434137 0.000537380788488343
-0.000971904265683198 -0.0106421493558844 1.03665699216148e-07 -0.000676105699010489 -0.000873925534201389 0.00264259317918129
-0.00346058086788942 -0.0109134408932169 -5.0810371390148e-07 -0.00105903253966351 -0.00250883044884028 0.00022914022087504
