"gamma" "alpha"
0.759087777777778 0.754290012355241
0.659022777777778 0.656236959641313
0.715636111111111 0.711593420987708
0.709254444444444 0.705323906724771
0.7372 0.732568937072442
0.710807222222222 0.706932796156549
0.719179444444444 0.715025722126635
0.712114444444444 0.707927383529974
0.715973888888889 0.711664287353241
0.75722 0.752268284252027
0.751627222222222 0.746150078341614
0.701573333333333 0.697771367823922
0.682832777777778 0.679814145327935
0.757581111111111 0.752570082717184
0.710545 0.70645642426784
0.715240555555556 0.711224264251164
0.749433333333333 0.74450530706426
0.759374444444444 0.754916350988324
0.727076666666667 0.722505308715507
0.712362222222222 0.708283548879693
0.752163888888889 0.747114340051545
0.762532777777778 0.757417229139993
0.729296666666667 0.725279891640614
0.754226666666667 0.749548170322527
0.744857777777778 0.740100723078641
0.752953333333333 0.748111775460379
0.775573888888889 0.770835691609077
0.726746666666667 0.722247047935808
0.738821111111111 0.733728489713236
0.711253333333333 0.706973410296997
0.748185 0.743578102542495
0.723158888888889 0.718530761528856
0.695322222222222 0.691197358134536
0.729161666666667 0.724785768648532
0.719599444444444 0.71502968351499
0.703307222222222 0.69970752899911
0.716976111111111 0.712771574579192
0.737855 0.733459786795839
0.704448333333333 0.700561870520168
0.723662222222222 0.719710544317575
0.690512222222222 0.686793544626218
0.708915555555556 0.705122194879404
0.743571666666667 0.739479296997858
0.707874444444444 0.703697163439829
0.73525 0.73014460546161
0.698638333333333 0.695090929742877
0.723902222222222 0.719551025857203
0.73589 0.731117427055063
0.759307222222222 0.754270019048571
0.764098888888889 0.758861780548579
0.729375555555556 0.725222806140444
0.697286666666667 0.69356760378538
0.740692222222222 0.73602727400332
0.746328888888889 0.74098202966725
0.75796 0.752684946289582
0.687834444444444 0.684624586453325
0.762880555555556 0.757538998248756
0.755691666666667 0.750781930327559
0.699606111111111 0.695697018951881
0.741511111111111 0.736074397340099
0.720657777777778 0.716842601928833
0.706620555555556 0.702763867213544
0.724738333333333 0.720252253413333
0.708764444444444 0.704659089745655
0.748263888888889 0.743269727501192
0.735247777777778 0.730531941469687
0.711676666666667 0.708231161691713
0.748140555555556 0.743839340121779
0.742873333333333 0.738417249557204
0.725880555555556 0.721339483506585
0.739501666666667 0.734579354893991
0.735387222222222 0.731273004912869
0.707578888888889 0.702844016440719
0.697925 0.694065965081836
0.730251666666667 0.725595982672088
0.733252777777778 0.728201690911533
0.728302222222222 0.723912852385663
0.706894444444444 0.703132476466286
0.73957 0.734497506222709
0.719642777777778 0.715879585684978
0.707203888888889 0.703265510303858
0.696709444444444 0.692798469589833
0.737511111111111 0.732635738820981
0.67776 0.674125029746056
0.677608333333333 0.674733706498472
0.715659444444444 0.711785672465486
0.73037 0.725844551780828
0.770776111111111 0.7652710507091
0.729419444444444 0.724956112073651
0.705444444444444 0.701346797629932
0.708372222222222 0.704191810598008
0.744381666666667 0.739641770821224
0.734102777777778 0.730234951754669
0.70412 0.699425750456262
0.716121111111111 0.711574901021002
0.748971666666667 0.744135500308276
0.736935 0.731970031433567
0.718866666666667 0.71503815249456
0.716158888888889 0.711912349588331
0.774893888888889 0.76960665282958
