"gamma" "alpha"
0.866972777777778 0.860237817433816
0.813023888888889 0.807271613358526
0.852731666666667 0.845346456143414
0.846129444444444 0.839586073319023
0.821402777777778 0.815130587227286
0.838670555555556 0.831915578801877
0.828604444444444 0.822458031651376
0.845557777777778 0.838853126977763
0.806069444444444 0.800014618072247
0.84332 0.837035646011792
0.819904444444444 0.813518284538182
0.868806666666667 0.861861070821129
0.836572222222222 0.829759253518551
0.835659444444444 0.828966440544405
0.816895 0.810766916390153
0.855188888888889 0.847839499458209
0.877508888888889 0.870108707848387
0.823136666666667 0.816615635777028
0.831006111111111 0.824714354482104
0.81789 0.811219950154175
0.837393888888889 0.83085446376324
0.856161666666667 0.849081568665274
0.800383888888889 0.794666988745567
0.7677 0.761746331492235
0.859727222222222 0.852409672451132
0.86891 0.861810974012258
0.856243888888889 0.849355288212003
0.820612222222222 0.814524131530889
0.869838333333333 0.862202041184357
0.800916111111111 0.795344475103996
0.853725555555556 0.847111523630886
0.864257222222222 0.857162347835403
0.836115555555556 0.8298717316368
0.859691666666667 0.852726135094513
0.872912222222222 0.865682718592873
0.829677222222222 0.823293733555863
0.816398333333333 0.810579192267127
0.802761111111111 0.796938423579797
0.813152777777778 0.807070338604084
0.833440555555556 0.82679305169116
0.807270555555556 0.801195317249619
0.834307222222222 0.828164045236009
0.845685555555556 0.839123390329534
0.808694444444444 0.802590866318321
0.784447777777778 0.778451409612396
0.819655555555556 0.813196444053148
0.838049444444444 0.831454384678392
0.829387222222222 0.822967259136053
0.846407777777778 0.839502669329948
0.791561111111111 0.785680320482262
0.806497777777778 0.800484425278843
0.817937777777778 0.812027384042953
0.831916666666667 0.825339471054466
0.839853888888889 0.833395706479604
0.816952777777778 0.810809671600895
0.827792777777778 0.820987593793115
0.871872777777778 0.864514528273508
0.841251666666667 0.834290137714058
0.848970555555556 0.842000449299071
0.849113333333333 0.842405005814335
0.821772222222222 0.81528086842172
0.841417222222222 0.834573526594344
0.852449444444444 0.845300118440258
0.782042222222222 0.776346801226661
0.824262777777778 0.817824175722004
0.826953333333333 0.820909576285196
0.862548888888889 0.855333143719898
0.833541666666667 0.826890727362918
0.811114444444444 0.805223229677261
0.774195555555556 0.768974346018304
0.811078888888889 0.804641268403054
0.876967222222222 0.869458109145562
0.804617777777778 0.798338558323205
0.820507222222222 0.814132647475229
0.848222777777778 0.841429267765493
0.808998333333333 0.803378082426285
0.829487222222222 0.823443382112587
0.817827777777778 0.81173024196472
0.838746666666667 0.832084444874462
0.844922777777778 0.83809744531406
0.851433888888889 0.844550429220852
0.837528333333333 0.830960465654938
0.831918333333333 0.825304877056596
0.853894444444444 0.84716924418268
0.852850555555556 0.846367028553969
0.853883333333333 0.846893523493992
0.865677222222222 0.858404303214729
0.796616111111111 0.791340461804644
0.830861111111111 0.824766291142362
0.854816666666667 0.847868884702749
0.880381666666667 0.872928042573405
0.836592222222222 0.830060854496361
0.847543333333333 0.840986143182657
0.866366666666667 0.859072992792629
0.853608333333333 0.846848573192942
0.828035 0.821594852633
0.832738333333333 0.826443608799257
0.855597777777778 0.848350665000419
0.872959444444444 0.865612944651969
0.847862777777778 0.840855474300319
