"drpm" "wddp" "lddp" "gmddp" "indcrp" "longcrp"
2166.58325650279 2814.03787341684 2798.62813006508 2875.09576606242 2270.60810174776 2249.69834611025
2167.62852302886 2852.30478868428 2669.03914944044 2921.42169030396 2303.84680255755 2273.35041343701
2158.89045246189 2789.7232107277 2737.06761591409 2872.18119317848 2269.6927976305 2232.27194414827
2077.2005293596 2775.3025128942 2762.55152176912 2854.07569978114 2217.79377025471 2213.23159024662
2213.67175041641 2823.5390000191 2786.95465766854 2921.41086504089 2301.94626133541 2281.02125414078
2107.80440204214 2730.90865062647 2637.87312736871 2808.0265420107 2206.56189543399 2174.67411097687
2141.55161009489 2831.09292179066 2760.7929037798 2904.0294288833 2279.11715674898 2278.86449778658
2184.51111792053 2787.7757150298 2751.07194597352 2864.70689024609 2262.04900143974 2241.37322228759
2133.08185229328 2802.83192030182 2758.44228071352 2881.89678384196 2258.88698482299 2226.14837882639
2229.04340800123 2865.63400373266 2641.13641127468 2943.70746683895 Inf 2317.52523697974
2201.95510491819 2839.38260333607 2707.5900259555 2914.9478205331 2317.19661751936 2276.80564310014
2196.08736213263 2789.38209501779 2725.25444946259 2874.24395687162 2228.02824615291 2240.15796933167
2159.45107894652 2822.14705879589 2732.85713419731 2881.52890134269 2299.67531037869 2228.396234373
2173.88325934257 2833.44065702793 2624.24512404404 2905.19659645592 Inf 2277.58071315113
2156.97571636588 2827.37645135772 2796.54816240648 2902.76233740717 2275.09736741169 2263.94763384241
2105.73951190403 2771.49701745716 2753.22502966614 2853.72004376061 2230.2773324038 2196.75894254233
2157.7790984526 2804.46388672005 2782.67919898184 2871.22921845726 2250.95699980284 2228.94666124881
2065.09854973654 2818.4176757084 2715.85246237348 2876.63591996088 2247.88232402186 2250.19375531989
2165.55865340123 2800.10589433901 2697.96725869882 2861.76846037643 2263.50624186607 2227.39333403954
2180.18106384568 2775.27926108686 2732.57388742973 2855.36595600405 2259.82091046092 2217.19841183318
2162.81950181371 2832.89829962876 2744.42579911768 2914.692223504 2289.77315783671 2269.07612692094
2125.0689608948 2831.59636017591 2704.52389894464 2897.30477435584 2245.31423783368 2255.65223253495
2062.16816596662 2781.84461669448 2566.17959053667 2864.88370905126 2214.39975165308 2212.57014566439
2105.45240027458 2836.25525115012 2822.95470899377 2904.49032784765 2293.83163673656 2257.43881936882
2185.70716722153 2819.04911047474 2725.57733576622 2906.94211008277 2292.56154208381 2263.1312447518
2198.45661048237 2803.22458359418 2759.85317833428 2888.16622926575 2294.97773267389 2246.81101519656
2153.14254327416 2781.04907577817 2768.41659718437 2878.66534534692 2273.72036794091 2235.88158622835
2115.60902882354 2797.02731523419 2759.22702341668 2863.29089278983 2228.75931151126 2213.56435515393
2240.32151490216 2850.00705185534 2737.40588747323 2941.14360031909 2327.03056091737 2295.79991400966
2197.15898453025 2809.24297812701 2748.93645496574 2873.88906585462 2287.23844112098 2227.42107004186
2186.61327207911 2797.51732395835 2735.88030571166 2874.43713001413 2236.30981373513 2232.08437973232
2246.66825993597 2813.39007387545 2801.63764331944 2894.84679946245 2280.96242523591 2252.06260898488
2264.45929570836 2864.08135305674 2848.1694142651 2944.35292943874 2349.2080649418 2315.57861415409
2195.59180480254 2837.22483517047 2763.84990771242 2907.91387768393 2306.19798180661 2261.25566560306
2129.13914143541 2786.49876897108 2760.20131926195 2867.49259337178 2254.88110906794 2224.99639946534
2130.45846326346 2807.16384889702 2734.99550926359 2891.71786232815 2251.46935878269 2247.4756840101
