"DepPartLPML" "DepPartWAIC" "IndPartLPML" "IndPartWAIC"
-482.730450991629 883.888755796005 -492.285226244881 907.854505884516
-578.605034401407 745.682894325813 -414.40243072266 807.030686319251
-612.040910791935 930.37918330103 -482.601815190905 887.842245946232
-422.429220330646 819.512534852553 -477.46583122802 885.746618523537
-504.649119723413 959.907698131099 -537.543234133272 1037.45204990936
-418.007681633189 769.353337515134 -444.931840283151 815.364916455192
-415.2496145553 789.87959950821 -455.614178757401 865.187168618475
-723.494202162548 868.987324021406 -557.160673903001 1051.454127889
-460.600854519958 815.257748687432 -481.800739391018 875.973198734715
-467.049916525378 760.842047132622 -449.327629348068 809.77547092175
-444.544094446777 869.966509331647 -897.838301990656 998.846358371221
-449.779799813396 858.331925026117 -471.410080152297 893.975328812886
-446.611053637612 786.256102455221 -523.602567558361 803.989825567063
-420.832333363467 712.080746504372 -451.175835185443 742.376757541319
-397.520501245357 724.231853732875 -435.447095358545 781.730486542337
-627.227122845648 826.315596115788 -611.946633832431 1120.09986590877
-418.134255603486 804.223356930488 -453.083355353781 838.453201935906
-440.949823351001 807.798737260101 -455.873124493987 863.611302874394
-Inf 809.776891067629 -427.789196482887 824.099684425223
-732.333450513203 912.673044005625 -574.165358413722 1048.76094408351
-1252.53470080283 815.194446561431 -559.239057479298 808.934341810034
-470.907749311453 892.238580871951 -568.208273867958 1110.52330526757
-442.828258349184 832.837320122592 -513.696050443871 937.784128131098
-469.404362702601 770.999711906729 -441.397961549727 827.609765814342
-444.943349229631 845.302439095761 -483.670977124293 906.515030353123
-554.596404910635 845.524198858234 -531.148518925324 917.7637710504
-435.429932932403 830.897941240914 -527.801494320655 893.905181652502
-Inf 935.816225392551 -514.663900987243 949.169898196569
-390.714171921014 741.700963198214 -452.514319194446 866.25423692021
-496.56285318871 938.345189938005 -564.19669994095 1061.45508774777
-516.051222593312 852.558685652947 -670.490117155226 950.278922786334
-402.973670885671 784.71399904804 -412.499763376097 784.454741817259
-564.715935267141 807.3797798588 -507.69527763469 881.507707306595
-458.454335317508 859.328936803263 -518.454835095265 982.945419799937
-410.300119766943 804.105371573401 -430.306625919554 843.959406052649
-471.819854657239 885.921622834693 -495.082158250457 926.899632795079
-Inf 806.802447138792 -490.870535428519 923.325651818994
-470.368326064511 812.916752517794 -499.128003245456 921.713461881289
-498.875725836973 926.199331655038 -468.835239226114 887.243724673746
-490.680843240139 834.264061038407 -524.441069219064 941.253479056741
-440.440910196119 849.15687531807 -500.202348877966 939.574502093746
-484.855239651362 741.245621136359 -401.861288127918 776.581396159986
-Inf 740.303678513131 -400.840508263903 769.049498157424
-752.547821326208 826.190285314702 -511.751315806969 939.709256391378
-456.850342102262 810.611514967246 -495.112362801047 897.214294553658
-342.434619876641 685.087168865844 -343.232760500625 688.716657384537
-477.992211532265 831.218678125777 -501.689072147655 972.883563512984
-394.977389091066 769.167318243025 -399.028138783797 781.220096269155
-761.45892758715 796.783929597469 -456.189405347017 900.486403926838
-978.237381740517 770.222658443428 -579.577991942013 769.97574436933
-782.640856873694 940.073045546643 -543.222202088239 1038.39483732858
-383.986552701771 730.941514378966 -423.253203361641 825.392962163204
-391.0339414066 743.272694337625 -479.751195294914 857.348341486992
-580.219983536935 814.637311122992 -493.807862573259 917.416303005437
-395.380206150296 757.464932176132 -438.989994636468 825.508401803746
-570.17596248681 883.409326472647 -490.743983905003 913.66945349679
-667.861071222715 866.133319863911 -797.838980549633 788.990623751833
-393.839512325287 768.09533508191 -425.178742602325 813.22447507427
-Inf 939.513241067776 -544.312341582457 1018.84656523975
-846.216208156845 851.921669124422 -497.448745992456 976.494937959641
-458.226602182486 834.294600975901 -493.342019348879 900.8276713353
-1078.36752042756 846.205595154742 -481.317523883568 890.677258127642
-500.265399735519 955.817190509039 -565.061280682433 1043.27038175237
-372.628055969342 738.640512758906 -380.975910850307 746.347217335134
-500.191944011955 822.921497466575 -486.676509773448 931.961580972
-947.587806004334 889.40524931841 -564.335959905372 1022.16194726917
-456.477449460641 828.933019872497 -479.664476881277 927.290276675274
-466.349990062322 883.92001597741 -614.726239460154 1072.65775782148
-523.826111928639 813.227787273609 -501.076773030445 845.459565842497
-761.887621611904 928.118995425116 -505.688207993072 982.137066479337
-389.317717329209 729.655619088737 -415.355672886864 778.747192823791
-772.842387198189 783.458278387735 -435.90738462375 848.013620900271
-486.283716699994 874.390519701962 -527.458990454052 924.498574689153
-514.376114590907 781.180623439963 -568.81789637472 858.116692717066
-408.294586811925 798.492100100769 -441.051860258565 816.207900560855
-416.757508135543 792.411322808927 -477.566156663304 901.637600948682
-363.505212804547 727.182439030003 -373.361028507653 733.188845915015
-498.109780531635 881.521817013154 -552.10161757843 1062.19185680603
-544.981537029555 769.867715388417 -559.768168021277 763.018647615379
-432.984540787523 827.835005218726 -460.498580269737 855.179474908532
-434.192437017311 817.79059899564 -521.745579775255 991.926657581643
-1038.02588655437 812.001807408713 -482.969519353854 901.782618663931
-483.312441800993 853.082305648995 -497.549603871416 921.08623929597
-602.664130489046 707.589907275577 -470.246314665009 744.779621611927
-599.041786483554 880.895908621475 -491.560586472039 909.627039320333
-466.213775646962 865.678892042648 -507.926409702953 914.069542583002
-395.364571873395 750.09567101987 -407.206602067855 788.210245016176
-393.445565968489 738.602668503982 -577.541166489189 786.924210901588
-448.79604713972 861.072787913501 -498.146502795409 923.293172815974
-559.132122500569 801.690940377028 -448.295783703831 875.946795841513
-433.860576539812 788.839530882291 -499.07919277662 889.284530148906
-470.865204753515 846.283166592264 -549.808699420843 1007.29060155286
-400.139628863099 777.007782273784 -525.188345347114 845.077761407473
-632.048179804124 827.375509169107 -568.969743007838 900.268189595567
-419.69592472126 727.418615497671 -427.312714651369 796.355364328603
-363.526054578975 697.475671280511 -405.365855133204 777.788983491642
-524.710450164697 964.694965851851 -538.084391483721 1000.79140669346
-Inf 911.943339061493 -488.339613536175 881.322562198523
-908.271921287707 816.799253305094 -595.609043227234 1020.37652051621
-562.527778362311 813.051545797151 -503.531340309398 938.56988422589
