"gamma" "alpha"
0.24379125 0.248317994200528
0.17288 0.179270674795263
0.16079 0.167065059505724
0.1964725 0.20312050372575
0.21077125 0.216647413586447
0.157245 0.164280380843481
0.31809125 0.321314157573197
0.248405 0.25301305086131
0.1845925 0.190649757834124
0.22012875 0.225728547626425
0.16562125 0.171986974883741
0.17240875 0.179349908777498
0.2068475 0.213029355673202
0.20800375 0.212691073156693
0.19757875 0.202791181400103
0.17788875 0.184444012423605
0.1636125 0.171150004463874
0.17191875 0.178743721576441
0.170345 0.176588338135695
0.26781375 0.272178537893163
0.14674875 0.154129362676235
0.20565 0.211512147404695
0.238365 0.243735756380702
0.18617 0.19307958165849
0.16139875 0.168193389650466
0.172875 0.178696718487246
0.18927375 0.195377755462079
0.1701625 0.177067674691591
0.2931025 0.297335683442471
0.19851375 0.2040985643685
0.2759525 0.279920424083963
0.1820525 0.188516736016961
0.2506125 0.255186735532275
0.20819625 0.213679506611782
0.17429875 0.180715098190853
0.32106875 0.324870163137616
0.1807325 0.186963306074929
0.26195625 0.266629793271908
0.19899875 0.204925771439574
0.18381 0.189908049387066
0.19188875 0.197637927196872
0.16013125 0.166829624465657
0.22335125 0.229148045600875
0.1678725 0.17393090654917
0.2331625 0.238104849943556
0.19825125 0.204261244117175
0.19993125 0.206849665841367
0.2125325 0.217495380597008
0.22724875 0.232716541383001
0.208245 0.213191767227569
0.1846525 0.191474035373586
0.20454 0.210170602010509
0.24756 0.25305812904
0.2140425 0.21972311215017
0.21818875 0.223664962006325
0.20439 0.209767664614958
0.18406 0.190304555445389
0.18701125 0.193620909612457
0.18938375 0.19498470878133
0.190575 0.196881112013609
0.23728875 0.242632240881608
0.20170875 0.20755264402104
0.25734625 0.262095144239313
0.23622 0.240910233198137
0.18872875 0.194302411233501
0.17041 0.176138266656589
0.212705 0.218842601318689
0.17333875 0.179547009357714
0.20738875 0.212705980128726
0.23329 0.238361573306096
0.182885 0.188862888148914
0.151825 0.157661171200158
0.195595 0.20158111078024
0.18803625 0.193956896628595
0.174605 0.18043463063105
0.19799125 0.203077586289774
0.1913375 0.197527585639741
0.21824375 0.223558691714633
0.2222375 0.227796327345374
0.1824825 0.188751284516628
0.2422675 0.246833105674341
0.18829125 0.194760146102733
0.18672625 0.193311575912036
0.22108375 0.226520641697021
0.210535 0.217287687465973
0.18687875 0.193164481215674
0.192735 0.198528477828362
0.198795 0.204892916496754
0.23686 0.241958070805973
0.17792875 0.183706693172945
0.18741625 0.193618141807956
0.171765 0.178247328425656
0.19479125 0.199833211187763
0.21498625 0.220803651977744
0.2348125 0.240425256461608
0.1959 0.201254212347404
0.1589625 0.165561016243484
0.2130975 0.219004376321487
0.24177625 0.245914824000955
0.18981125 0.195582490590433
