"DepPartLPML" "DepPartWAIC" "IndPartLPML" "IndPartWAIC"
-566.393891945448 1045.47355083705 -562.12062893548 1038.76918810886
-522.367161310115 905.684607336563 -472.763061185014 900.476437699734
-564.208242290154 848.27519380867 -458.744447543051 860.000431776714
-389.509072818722 754.624595088634 -385.130214143882 752.411051029817
-465.115629814048 837.769747532421 -451.079506037001 837.084476612032
-1087.65247902178 1006.74503093828 -543.530280235454 1026.6591057156
-549.679277682347 892.437195580339 -475.677474133312 894.06025800666
-1067.95554408206 879.866058926108 -465.895605900221 894.417691383985
-492.075315448228 854.124680672033 -479.006191288951 862.775737184491
-565.679632131177 829.47762456713 -432.801809488599 816.504473143547
-447.82031242787 790.646646781146 -444.360205226776 777.676321608398
-459.499734772421 849.596528963179 -467.637877644094 859.677788890024
-1189.7427135299 1008.29229592527 -536.535679560146 1023.332368643
-778.302725252478 883.05567124749 -566.203269319737 888.611053138858
-925.190816448322 788.414089411451 -496.538603230109 805.477537673947
-Inf 919.197537191841 -481.943626101863 900.267145985368
-Inf 903.163092518771 -438.561178348147 838.834116664774
-425.790049165365 821.687399007355 -424.871649284931 831.627154991962
-775.921755246225 864.261143080735 -455.362198225469 858.453757910718
-732.285731673379 885.695954319478 -484.742925046991 885.151665279427
-443.10516317395 808.843003453675 -431.72324054684 808.594767925733
-485.55586181336 877.927372994305 -475.653268611709 879.332626097607
-589.395342752815 948.371392538314 -504.711536098846 949.709122435338
-602.264304017918 942.631442380248 -544.264968053428 952.293219238132
-601.656843715861 854.531313425286 -447.202106998479 856.782373442562
-574.574124479416 901.766722378204 -600.331067764849 897.608765908905
-598.879911961079 942.52664945292 -500.082216962249 945.957749548033
-467.404334356199 801.714027512867 -458.094757821006 790.212430531104
-463.401634009719 762.114809083658 -479.586192528259 795.714941063183
-527.793301265591 940.245819810172 -499.320234297696 940.657851966233
-665.370448062706 869.368452734271 -479.202790684966 870.916976005666
-3308.78293988012 1013.72381242379 -555.222865743042 996.562834316792
-554.783759578945 902.420170963809 -489.301994070861 887.209087885263
-600.320036777854 837.055594102186 -523.089466595215 814.448853032221
-517.642484263561 858.064696567044 -478.783705639716 865.207959840461
-Inf 913.762842219431 -491.048614482035 858.628343909099
-488.266336736565 789.369879453453 -417.610990864646 796.017051332494
