"DepPartLPML" "DepPartWAIC" "IndPartLPML" "IndPartWAIC"
-462.503331647052 931.97875120256 -453.416215120835 912.430654604589
-485.840882104047 908.748887501397 -477.183833672903 893.022699501042
-534.985014852824 810.819272883201 -437.968088849608 824.900527109001
-459.304150194189 874.933598552046 -454.826121673455 882.024828143587
-661.418501924211 958.210102914121 -525.167047112922 950.917938928836
-701.968645533955 943.152551333629 -543.542652986694 964.335295447233
-537.38156376671 979.008970830186 -529.606346631309 970.978641716655
-569.805218171463 1036.78563711901 -537.092384758299 1033.90545526923
-594.863514439473 867.83139121777 -471.821617719446 936.271216407123
-535.204423778334 933.241731859154 -488.21662920375 928.36600150958
-898.961340850572 922.661221167919 -498.898753475918 930.620413553756
-631.719235349151 953.0841717873 -512.303204263841 966.724530560065
-709.070527963431 902.848231491101 -517.506126633763 913.888726087869
-566.717597849289 830.268746234063 -456.434172703052 825.311914810384
-557.796652898294 845.846461501317 -456.722791232093 867.086922219709
-817.511854950935 1000.68350454634 -572.221891150252 1024.12120543059
-Inf 928.770616538395 -571.766236038488 878.951792595675
-563.571259593217 882.814639827741 -465.38451554508 882.909842269735
-444.903364629401 812.165440764036 -428.124508474559 808.619915137385
-482.975261721051 873.376611642863 -473.495319266655 879.668963065696
-460.270488117424 881.606942818615 -463.627970290208 882.082153688068
-482.267430776165 910.377728084734 -477.297673587559 918.554225458781
-535.059714706107 924.257979198067 -497.003628117427 919.355388634979
-453.574713937287 779.305112451105 -388.503401148812 777.00016337766
-459.424352854679 842.239188481238 -467.905463660257 845.25738986062
-545.419075446905 966.494818949518 -541.431103491402 985.990653486736
-472.87569815743 888.694200275953 -467.750037496084 876.724359947337
-546.145397262918 877.840321083418 -478.687359008315 879.435342679477
-923.687220980381 824.791051858429 -440.717464241833 834.553890341887
-498.755543791702 875.10707416964 -484.788819678916 898.846482853231
-540.458398762334 963.195927898506 -505.152133156728 960.513699449274
-475.983630950414 842.326608289072 -446.882268829164 840.028792242645
-461.213571074566 840.069902649085 -449.378535554181 828.36152745384
-678.027935584227 886.904747359739 -482.406897411092 901.693316930752
-1124.4535642282 935.700182780604 -482.106054621142 928.702801472281
-705.879847067839 934.045192599896 -512.902461666814 943.615182500393
-605.296324666259 853.742593782872 -459.961058757445 847.594030345445
-773.202842121478 901.304968415952 -501.847220896354 927.617498855745
-508.251498253014 975.982347533147 -508.971190095887 973.490854566339
-412.239330059362 805.100222552128 -394.507429213353 776.877131568236
-603.590156695548 903.516097335778 -536.371852416617 909.431749355426
-884.32796428164 974.617392626518 -516.119407141019 925.83330191133
-506.787747644537 907.165531074088 -497.157575400833 902.221133712225
-Inf 824.587145849959 -445.626618349511 818.587113039141
-Inf 889.00526001356 -478.931380008568 895.207070766323
-Inf 828.233729052654 -687.217842079904 830.261320378468
-1699.75137800681 980.731324278137 -562.143450134712 992.332235539072
-620.586804722957 818.65289713017 -571.86345446458 826.794162646985
-678.215747552263 820.381114438533 -433.896725862571 825.821034585435
-612.238697089228 811.5085879173 -503.011790498835 810.313325563558
-400.057613470213 801.017501770109 -396.883260522262 793.904813651472
-469.399139093781 860.476321287116 -455.795868939421 859.469726477815
-633.907397707026 1066.65529142054 -607.399251743383 1052.15196234624
-538.703016498688 917.349474742976 -459.147043166295 899.36069174194
-544.458436326375 968.838645863818 -507.497237176527 962.86629565539
-564.72930191142 941.082795696811 -505.237533870619 955.970812985187
-561.607149846888 890.805084169632 -477.658273988084 902.085730802088
-530.966507121147 962.739311289099 -521.776503846052 984.574897372691
-902.562832510419 1006.22398100533 -563.382885156489 1027.62693484469
-490.389102277482 812.167758039469 -532.789386053199 835.225920594771
-425.510439466989 793.586849507093 -428.810951876229 799.26998118864
-501.069903648623 907.585989397892 -486.816857650525 924.52958074738
-815.412212820587 832.82353596095 -457.476259609895 848.737449773792
