"DepPartLPML" "DepPartWAIC" "IndPartLPML" "IndPartWAIC"
-405.331998744117 796.529488712362 -600.027625977996 820.148102300462
-658.223859514904 768.291759422291 -421.342033666436 808.017304786509
-413.918465733954 808.739364384596 -720.16595412553 872.778206446324
-394.266321370459 769.440698132097 -460.262240941015 859.830486291415
-389.26435416215 770.875882756647 -412.645194687881 797.150799030242
-403.498908399725 784.177296522428 -506.002748593051 946.24067805983
-427.427607177174 768.837080113693 -686.939625682448 831.421497308546
-367.624194995835 737.179946369501 -369.831218949142 736.861318684696
-390.717436926412 751.470061237961 -429.920525052119 836.513824938968
-428.306492683767 810.692597892784 -452.764656023532 851.576983900149
-860.856446151238 803.914321640725 -466.576303850508 862.482622724757
-494.042288914435 889.478972639628 -492.711310546858 872.699563503484
-487.051854958604 900.411517430052 -494.753107602792 902.905014579532
-377.321425655994 743.074833118668 -405.4886539032 808.725908912248
-403.726783823291 786.308857776943 -528.057679287681 853.35433483786
-586.103013847736 786.54059017724 -450.371792515176 817.437080071821
-381.883097622418 748.605907298566 -566.868952945824 827.925402018293
-442.654008247656 836.680837380471 -554.396866047543 953.519870982437
-444.698344569197 828.69709945283 -523.88389503043 971.627689041093
-Inf 777.054148947544 -486.28643662717 838.824518186746
-446.609601359505 847.324694164442 -480.453613821908 887.688382649576
-395.203572790409 777.658081182787 -481.278754522607 888.668559070915
-358.751609470967 709.483669066984 -405.456262380671 772.886766404873
-424.301124271699 822.149363018156 -500.592878698826 946.297812100895
-743.657114473698 846.202034344658 -561.439748640875 1027.66939815016
-451.864991758844 856.288397876845 -515.672768289842 963.805724126946
-372.673223855079 731.999741862261 -423.992991326379 801.418932360608
-406.084862477011 762.869111269968 -399.574768949968 773.732271399648
-389.990461934716 775.876789239993 -425.216662274109 811.317759942
-436.867094134854 825.239971592997 -524.021636937426 949.129632751115
-424.549510720219 802.240109335043 -498.202405433989 922.598883224309
-400.179668833663 765.622337725111 -469.639018838307 872.394053285915
-454.725432783168 871.546254477379 -490.211965333708 900.45390091653
