"DepPartLPML" "DepPartWAIC" "IndPartLPML" "IndPartWAIC"
-579.706374167748 1154.97053606254 -574.88831893272 1038.47853178442
-740.431411229725 806.605334817113 -477.593361335607 880.200706502399
-418.894040554982 791.262673539471 -514.565815428022 947.490211744713
-405.332050281138 798.445756227432 -450.921328997371 859.872920065711
-413.606401370293 720.449538090739 -537.629131223811 770.382909354689
-433.03335421708 773.260409486806 -467.974985476619 818.604600315566
-673.670580865763 887.008441206162 -575.734954117856 1085.95893323011
-405.763631642205 769.383537042166 -547.631644897719 1030.7064694244
-454.350895404011 854.127693510663 -577.136807569833 1075.17441420472
-481.192907544538 899.67203669721 -514.189742198383 936.498897086626
-809.094507073839 843.933392367937 -482.951849721314 878.274545629298
-394.185317406018 771.252667071084 -502.864571058308 957.931947049961
-562.679325944786 874.702079685624 -512.683114641564 938.686341728602
-424.806207748754 810.690510079691 -447.898740398784 852.024614408055
-428.861263907283 818.280085049874 -576.054334741751 1098.82352806974
-650.590570284587 921.559066519605 -499.671956220102 942.636894900949
-498.522478807656 941.381338792785 -641.452080290323 1195.82405871074
-446.429836602132 856.683134035659 -561.21324787865 1034.07642380356
-436.73871222423 862.590602847572 -522.593879309462 894.01122570984
-391.294369588655 734.482376091871 -543.291822415006 838.002991007276
-433.709395187285 847.512480839954 -466.291315369825 865.507981967526
-626.508295366051 797.53203387778 -689.633247341755 849.522322558401
-Inf 846.388445179918 -445.5554755277 841.959088225358
-430.802942821976 830.364922767805 -469.278358784184 898.00619857369
-436.545442088146 835.187876799384 -492.122987601238 940.407133315442
-470.560536839194 881.855408833272 -579.089643228445 1095.35375396782
-Inf 728.950600924299 -924.925291183253 746.679163138962
-515.217813732874 822.193402010399 -437.041438916967 831.592446800547
-412.084062120071 799.672781922743 -497.422740236449 901.15611468431
-503.955441944345 764.800842135487 -444.490254878789 813.124648869764
-436.636247002772 850.349399132215 -584.145243691097 1072.5518292583
-775.900427799871 958.021363584192 -538.648424614733 961.305008559674
-496.093054897394 931.608812768043 -572.736535976164 1065.56693871417
-466.445040850538 779.641447811244 -569.194783435983 839.864743095136
-407.012359733656 792.196520952782 -474.395462589806 871.974342425626
-386.647649484896 756.110375415473 -782.513081438622 862.777604076648
-601.781299147753 815.712139196919 -437.916811783287 821.10201896657
-425.145648293513 814.008711546377 -498.618730820767 915.56449735443
-374.023947527416 738.540926024002 -408.829972094456 791.894359878518
-448.40079913718 786.729695305476 -607.700540967032 828.249639869222
-Inf 1015.55352616171 -441.960302362432 836.71578669747
-380.106478694197 738.685812525679 -424.940144076776 800.653249359945
-468.223501155717 920.787219901732 -515.718972645266 977.583822377968
-379.502983597776 741.858305618683 -449.421160931456 831.419227473285
-Inf 771.928480403716 -543.91539164803 770.871452214962
-387.532462034994 762.786547503558 -482.237423831953 831.030358966996
-413.716679229062 807.49668715672 -560.665530432017 881.941509392047
-444.098853579901 815.328553142463 -480.88439468117 891.782951055984
-714.778478937194 1051.28591197036 -564.400475353302 1063.2264820104
-378.194366384159 752.927246757465 -377.79375522631 751.872813923543
-620.225048822752 768.526956228338 -449.334832976392 849.936930912352
-459.305054722348 736.564947754641 -526.738048404492 867.123254830018
-480.895824432455 903.61233430158 -575.405798424383 1098.13128688064
-461.484085877455 872.711587938601 -527.318683333976 973.34933725289
-518.230046454445 881.838944808184 -538.854913257714 1093.38145488072
-388.930403150237 746.360200182601 -447.943968787132 850.732061495023
-416.509954782974 818.932586578559 -519.144846198215 914.991887442955
-455.704816485332 836.582735465605 -547.868180798063 992.626479608668
-506.111675504397 827.703189184274 -442.736219229983 854.447213317397
-419.583657619541 784.632355076874 -404.927002311677 809.003353702823
-543.341489905914 763.473235078975 -498.778101386357 900.040127450543
-402.509161642674 794.11471614537 -437.39668759675 837.605410750655
-382.152290688849 749.274783691373 -443.750587388118 790.873838531139
-382.074214958762 754.251018623027 -420.626698126068 808.27124757163
-604.168572529147 777.828040644999 -475.144704503631 828.395770983838
-512.064039888115 853.611138244849 -507.689042577754 951.079401048445
-437.02062050761 842.472773291009 -565.821718287251 1032.18152961175
