"gamma" "alpha"
0.801479444444444 0.795848959181697
0.777347777777778 0.771589629469817
0.789027222222222 0.782989924686738
0.759604444444444 0.754422095978656
0.80726 0.801206593375088
0.737807222222222 0.733045277367605
0.745265555555556 0.740513224089466
0.767012222222222 0.762201508352547
0.748105555555556 0.743010486344417
0.756906666666667 0.751541405817273
0.790985 0.785246038467364
0.778240555555556 0.772691215580352
0.762090555555556 0.756800807853587
0.781972222222222 0.776366632402423
0.766736111111111 0.761547612355493
0.782276111111111 0.77699843597429
0.770561666666667 0.764618747693085
0.754722777777778 0.749979254656306
0.754293888888889 0.749179220429172
0.733990555555556 0.729958762059867
0.813792222222222 0.807569596454393
0.769331666666667 0.763812665754556
0.776210555555556 0.771128835398209
0.743583888888889 0.739004286207315
0.811570555555556 0.805054432684131
0.78573 0.780075139426321
0.759978333333333 0.754160980182921
0.756492777777778 0.751101998353206
0.775954444444444 0.770015006232534
0.705759444444444 0.701775407482819
0.770461111111111 0.764779313854549
0.771118333333333 0.76592297238617
0.747347222222222 0.742562028074634
0.777652222222222 0.772207407083413
0.747331111111111 0.742205788543321
0.75177 0.746610840614155
0.735164444444444 0.73049839294097
0.765604444444444 0.760440544295694
0.789257777777778 0.783195540633578
0.730251666666667 0.724832709470496
0.759684444444444 0.754200358844051
0.771861111111111 0.766531367598284
0.762049444444444 0.756601227377908
0.757779444444444 0.752609061160822
0.784002777777778 0.778652543257193
0.779564444444444 0.774181015629024
0.763431111111111 0.758327478625882
0.764016666666667 0.759042199778086
0.749836111111111 0.744829939581851
0.767018888888889 0.761720326200269
0.833175 0.826979369217665
0.825177222222222 0.81837276627584
0.766857222222222 0.761947857755982
0.750284444444444 0.745410673370596
0.760832777777778 0.75611912071996
0.794931111111111 0.789453966438652
0.753730555555556 0.748259593977265
0.759425 0.754523396372825
0.807352777777778 0.801393864076435
0.792392777777778 0.787030519848749
0.788826666666667 0.783161715476158
0.764301666666667 0.758768673364916
0.805499444444444 0.799633264568525
0.762985 0.758406097912484
0.739226666666667 0.733952610655829
0.763238333333333 0.757665315282763
0.747062222222222 0.742212862302855
0.752441666666667 0.747482712332294
0.76521 0.759832962863745
0.771193888888889 0.765839325394725
0.75393 0.748765147735192
0.778356666666667 0.773233496541264
0.763671111111111 0.758717957325577
0.804193333333333 0.798104943933821
0.812117777777778 0.805790391519099
0.792783888888889 0.787222045375235
0.809046111111111 0.803400169491645
0.785205 0.779550424474424
0.765498333333333 0.76042344442901
0.754080555555556 0.749100455608205
0.766936666666667 0.761356797315444
0.766275 0.760956139176666
0.770007777777778 0.764697869306975
0.796658888888889 0.790918879592815
0.777245555555556 0.772015409766035
0.754541111111111 0.749675513326062
0.759523888888889 0.754587059903931
0.755960555555556 0.750904292984198
0.768704444444444 0.763880260146911
0.802616666666667 0.796617863060818
0.768865555555556 0.763620479364246
0.782867222222222 0.777650870418489
0.802652222222222 0.797008720630327
0.79832 0.792463026351362
0.785111111111111 0.779858084503625
0.780411111111111 0.774905521677378
0.778615555555556 0.773358021248279
0.767511666666667 0.762171841101386
0.764046666666667 0.758773635331809
0.760705 0.755593678324606
